"class" "cap-color" "habitat" "ring-number" "odor"
"4364" "poison" "yellow" "grasses" "one" "foul"
"4365" "poison" "white" "leaves" "one" "none"
"4366" "poison" "buff" "urban" "one" "foul"
"4367" "poison" "yellow" "paths" "one" "foul"
"4368" "poison" "gray" "woods" "one" "foul"
"4369" "poison" "gray" "paths" "one" "foul"
"4370" "poison" "yellow" "paths" "one" "foul"
"4371" "poison" "gray" "woods" "one" "foul"
"4372" "poison" "yellow" "woods" "one" "foul"
"4373" "poison" "yellow" "grasses" "one" "foul"
"4374" "poison" "gray" "grasses" "one" "foul"
"4375" "poison" "white" "urban" "one" "foul"
"4376" "edible" "gray" "woods" "one" "none"
"4377" "poison" "brown" "woods" "one" "fishy"
"4378" "poison" "gray" "woods" "one" "foul"
"4379" "poison" "gray" "grasses" "one" "foul"
"4380" "edible" "red" "woods" "one" "none"
"4381" "edible" "buff" "waste" "two" "none"
"4382" "poison" "yellow" "grasses" "one" "foul"
"4383" "poison" "yellow" "woods" "one" "foul"
"4384" "poison" "yellow" "paths" "one" "foul"
"4385" "poison" "yellow" "grasses" "one" "foul"
"4386" "poison" "yellow" "grasses" "one" "foul"
"4387" "poison" "gray" "grasses" "one" "foul"
"4388" "poison" "gray" "grasses" "one" "foul"
"4389" "poison" "yellow" "grasses" "one" "foul"
"4390" "poison" "gray" "grasses" "one" "foul"
"4391" "poison" "yellow" "grasses" "one" "foul"
"4392" "poison" "gray" "paths" "one" "foul"
"4393" "poison" "yellow" "grasses" "one" "foul"
"4394" "poison" "gray" "woods" "one" "foul"
"4395" "poison" "gray" "woods" "one" "foul"
"4396" "poison" "gray" "paths" "one" "foul"
"4397" "edible" "purple" "woods" "one" "none"
"4398" "poison" "gray" "grasses" "one" "foul"
"4399" "poison" "yellow" "grasses" "one" "foul"
"4400" "poison" "yellow" "grasses" "one" "foul"
"4401" "poison" "yellow" "grasses" "one" "foul"
"4402" "poison" "yellow" "grasses" "one" "foul"
"4403" "poison" "gray" "grasses" "one" "foul"
"4404" "poison" "gray" "woods" "one" "foul"
"4405" "poison" "gray" "grasses" "one" "foul"
"4406" "poison" "yellow" "woods" "one" "foul"
"4407" "poison" "yellow" "paths" "one" "foul"
"4408" "poison" "gray" "paths" "one" "foul"
"4409" "poison" "gray" "grasses" "one" "foul"
"4410" "poison" "yellow" "woods" "one" "foul"
"4411" "edible" "red" "woods" "one" "none"
"4412" "poison" "buff" "urban" "one" "foul"
"4413" "poison" "gray" "woods" "one" "foul"
"4414" "poison" "gray" "paths" "one" "foul"
"4415" "poison" "yellow" "grasses" "one" "foul"
"4416" "poison" "yellow" "paths" "one" "foul"
"4417" "poison" "yellow" "woods" "one" "foul"
"4418" "edible" "brown" "woods" "one" "none"
"4419" "poison" "yellow" "grasses" "one" "foul"
"4420" "edible" "buff" "waste" "two" "none"
"4421" "poison" "yellow" "grasses" "one" "foul"
"4422" "poison" "yellow" "woods" "one" "foul"
"4423" "poison" "yellow" "grasses" "one" "foul"
"4424" "poison" "gray" "paths" "one" "foul"
"4425" "edible" "red" "woods" "one" "none"
"4426" "poison" "yellow" "woods" "one" "foul"
"4427" "poison" "yellow" "grasses" "one" "foul"
"4428" "poison" "yellow" "woods" "one" "foul"
"4429" "poison" "yellow" "grasses" "one" "foul"
"4430" "poison" "brown" "woods" "one" "fishy"
"4431" "poison" "yellow" "paths" "one" "foul"
"4432" "poison" "yellow" "grasses" "one" "foul"
"4433" "poison" "yellow" "paths" "one" "foul"
"4434" "poison" "yellow" "woods" "one" "foul"
"4435" "poison" "gray" "paths" "one" "foul"
"4436" "poison" "gray" "grasses" "one" "foul"
"4437" "poison" "gray" "woods" "one" "foul"
"4438" "poison" "gray" "grasses" "one" "foul"
"4439" "poison" "gray" "woods" "one" "creosote"
"4440" "poison" "yellow" "grasses" "one" "foul"
"4441" "poison" "gray" "urban" "one" "foul"
"4442" "poison" "gray" "grasses" "one" "foul"
"4443" "poison" "yellow" "paths" "one" "foul"
"4444" "poison" "yellow" "woods" "one" "foul"
"4445" "edible" "gray" "woods" "one" "none"
"4446" "poison" "gray" "woods" "one" "foul"
"4447" "poison" "yellow" "grasses" "one" "foul"
"4448" "poison" "gray" "paths" "one" "foul"
"4449" "poison" "yellow" "grasses" "one" "foul"
"4450" "poison" "gray" "woods" "one" "foul"
"4451" "poison" "yellow" "paths" "one" "foul"
"4452" "edible" "brown" "woods" "one" "none"
"4453" "poison" "gray" "grasses" "one" "foul"
"4454" "poison" "yellow" "grasses" "one" "foul"
"4455" "poison" "gray" "paths" "one" "foul"
"4456" "poison" "yellow" "grasses" "one" "foul"
"4457" "poison" "gray" "paths" "one" "foul"
"4458" "poison" "gray" "grasses" "one" "foul"
"4459" "poison" "yellow" "grasses" "one" "foul"
"4460" "edible" "buff" "waste" "two" "none"
"4461" "poison" "yellow" "paths" "one" "foul"
"4462" "poison" "brown" "woods" "one" "spicy"
"4463" "poison" "gray" "paths" "one" "foul"
"4464" "poison" "gray" "paths" "one" "foul"
"4465" "poison" "yellow" "grasses" "one" "foul"
"4466" "poison" "gray" "woods" "one" "foul"
"4467" "poison" "gray" "grasses" "one" "foul"
"4468" "poison" "yellow" "grasses" "one" "foul"
"4469" "poison" "yellow" "woods" "one" "foul"
"4470" "poison" "white" "urban" "one" "foul"
"4471" "poison" "yellow" "grasses" "one" "foul"
"4472" "poison" "yellow" "paths" "one" "foul"
"4473" "poison" "yellow" "grasses" "one" "foul"
"4474" "poison" "yellow" "paths" "one" "foul"
"4475" "poison" "yellow" "grasses" "one" "foul"
"4476" "poison" "yellow" "grasses" "one" "foul"
"4477" "poison" "yellow" "paths" "one" "foul"
"4478" "poison" "gray" "paths" "one" "foul"
"4479" "poison" "yellow" "paths" "one" "foul"
"4480" "poison" "gray" "paths" "one" "foul"
"4481" "edible" "brown" "woods" "one" "none"
"4482" "poison" "yellow" "woods" "one" "foul"
"4483" "poison" "gray" "paths" "one" "foul"
"4484" "poison" "gray" "grasses" "one" "foul"
"4485" "poison" "gray" "grasses" "one" "foul"
"4486" "poison" "yellow" "woods" "one" "foul"
"4487" "poison" "gray" "paths" "one" "foul"
"4488" "poison" "gray" "woods" "one" "foul"
"4489" "poison" "yellow" "woods" "one" "foul"
"4490" "poison" "yellow" "woods" "one" "foul"
"4491" "poison" "yellow" "woods" "one" "foul"
"4492" "edible" "cinnamon" "leaves" "one" "none"
"4493" "poison" "gray" "grasses" "one" "foul"
"4494" "poison" "gray" "paths" "one" "foul"
"4495" "poison" "yellow" "woods" "one" "none"
"4496" "poison" "yellow" "paths" "one" "foul"
"4497" "poison" "gray" "grasses" "one" "foul"
"4498" "edible" "brown" "waste" "two" "none"
"4499" "poison" "brown" "paths" "one" "fishy"
"4500" "poison" "gray" "woods" "one" "creosote"
"4501" "poison" "yellow" "woods" "one" "foul"
"4502" "poison" "gray" "grasses" "one" "foul"
"4503" "poison" "gray" "woods" "one" "foul"
"4504" "poison" "yellow" "grasses" "one" "foul"
"4505" "poison" "yellow" "grasses" "one" "foul"
"4506" "poison" "gray" "woods" "one" "foul"
"4507" "poison" "gray" "woods" "one" "foul"
"4508" "poison" "gray" "grasses" "one" "foul"
"4509" "poison" "yellow" "grasses" "one" "foul"
"4510" "poison" "yellow" "woods" "one" "foul"
"4511" "poison" "yellow" "paths" "one" "foul"
"4512" "poison" "gray" "paths" "one" "foul"
"4513" "poison" "yellow" "paths" "one" "foul"
"4514" "poison" "yellow" "woods" "one" "foul"
"4515" "poison" "yellow" "paths" "one" "foul"
"4516" "poison" "yellow" "woods" "one" "foul"
"4517" "poison" "gray" "grasses" "one" "foul"
"4518" "poison" "gray" "grasses" "one" "foul"
"4519" "poison" "gray" "woods" "one" "foul"
"4520" "edible" "buff" "waste" "two" "none"
"4521" "poison" "gray" "woods" "one" "foul"
"4522" "poison" "yellow" "woods" "one" "foul"
"4523" "poison" "brown" "leaves" "one" "spicy"
"4524" "poison" "gray" "woods" "one" "foul"
"4525" "poison" "gray" "paths" "one" "foul"
"4526" "poison" "gray" "woods" "one" "foul"
"4527" "poison" "yellow" "grasses" "one" "foul"
"4528" "poison" "yellow" "woods" "one" "foul"
"4529" "poison" "yellow" "grasses" "one" "foul"
"4530" "poison" "gray" "paths" "one" "foul"
"4531" "poison" "gray" "paths" "one" "foul"
"4532" "poison" "yellow" "grasses" "one" "foul"
"4533" "poison" "yellow" "grasses" "one" "foul"
"4534" "edible" "purple" "woods" "one" "none"
"4535" "edible" "buff" "waste" "two" "none"
"4536" "poison" "yellow" "woods" "one" "foul"
"4537" "poison" "yellow" "paths" "one" "foul"
"4538" "poison" "gray" "grasses" "one" "foul"
"4539" "poison" "gray" "woods" "one" "foul"
"4540" "poison" "gray" "grasses" "one" "foul"
"4541" "poison" "gray" "grasses" "one" "foul"
"4542" "poison" "gray" "grasses" "one" "foul"
"4543" "poison" "yellow" "grasses" "one" "foul"
"4544" "poison" "yellow" "woods" "one" "foul"
"4545" "poison" "gray" "woods" "one" "foul"
"4546" "poison" "yellow" "grasses" "one" "foul"
"4547" "poison" "yellow" "grasses" "one" "foul"
"4548" "poison" "gray" "grasses" "one" "foul"
"4549" "poison" "buff" "grasses" "one" "foul"
"4550" "poison" "white" "meadows" "two" "none"
"4551" "poison" "yellow" "paths" "one" "foul"
"4552" "poison" "yellow" "paths" "one" "foul"
"4553" "poison" "gray" "grasses" "one" "foul"
"4554" "poison" "yellow" "woods" "one" "foul"
"4555" "poison" "yellow" "paths" "one" "foul"
"4556" "poison" "yellow" "woods" "one" "foul"
"4557" "edible" "gray" "woods" "one" "none"
"4558" "edible" "purple" "woods" "one" "none"
"4559" "poison" "gray" "woods" "one" "foul"
"4560" "poison" "yellow" "grasses" "one" "foul"
"4561" "poison" "yellow" "woods" "one" "foul"
"4562" "poison" "gray" "woods" "one" "foul"
"4563" "poison" "yellow" "paths" "one" "foul"
"4564" "poison" "yellow" "woods" "one" "foul"
"4565" "poison" "yellow" "paths" "one" "foul"
"4566" "poison" "yellow" "grasses" "one" "foul"
"4567" "poison" "gray" "paths" "one" "foul"
"4568" "poison" "gray" "grasses" "one" "foul"
"4569" "poison" "gray" "paths" "one" "foul"
"4570" "poison" "yellow" "paths" "one" "foul"
"4571" "edible" "red" "woods" "one" "none"
"4572" "poison" "yellow" "woods" "one" "foul"
"4573" "poison" "gray" "woods" "one" "foul"
"4574" "poison" "gray" "paths" "one" "foul"
"4575" "poison" "gray" "paths" "one" "foul"
"4576" "poison" "gray" "paths" "one" "foul"
"4577" "poison" "gray" "woods" "one" "foul"
"4578" "poison" "gray" "grasses" "one" "foul"
"4579" "poison" "gray" "woods" "one" "foul"
"4580" "poison" "yellow" "woods" "one" "foul"
"4581" "poison" "yellow" "woods" "one" "foul"
"4582" "poison" "gray" "paths" "one" "foul"
"4583" "poison" "gray" "paths" "one" "foul"
"4584" "poison" "white" "woods" "one" "creosote"
"4585" "poison" "gray" "woods" "one" "foul"
"4586" "poison" "yellow" "paths" "one" "foul"
"4587" "poison" "gray" "woods" "one" "foul"
"4588" "poison" "yellow" "grasses" "one" "foul"
"4589" "poison" "gray" "woods" "one" "foul"
"4590" "poison" "gray" "woods" "one" "foul"
"4591" "poison" "yellow" "paths" "one" "foul"
"4592" "poison" "gray" "grasses" "one" "foul"
"4593" "poison" "yellow" "grasses" "one" "foul"
"4594" "poison" "yellow" "paths" "one" "foul"
"4595" "poison" "yellow" "woods" "one" "foul"
"4596" "poison" "yellow" "grasses" "one" "foul"
"4597" "poison" "yellow" "paths" "one" "foul"
"4598" "poison" "yellow" "woods" "one" "foul"
"4599" "poison" "yellow" "grasses" "one" "foul"
"4600" "poison" "gray" "woods" "one" "foul"
"4601" "poison" "gray" "woods" "one" "foul"
"4602" "poison" "yellow" "grasses" "one" "foul"
"4603" "poison" "gray" "woods" "one" "foul"
"4604" "poison" "gray" "grasses" "one" "foul"
"4605" "poison" "yellow" "woods" "one" "foul"
"4606" "poison" "yellow" "woods" "one" "foul"
"4607" "poison" "yellow" "woods" "one" "foul"
"4608" "poison" "yellow" "woods" "one" "foul"
"4609" "poison" "yellow" "woods" "one" "foul"
"4610" "poison" "yellow" "grasses" "one" "foul"
"4611" "poison" "brown" "woods" "one" "fishy"
"4612" "edible" "buff" "waste" "two" "none"
"4613" "poison" "yellow" "grasses" "one" "foul"
"4614" "poison" "yellow" "woods" "one" "foul"
"4615" "poison" "gray" "woods" "one" "foul"
"4616" "poison" "yellow" "woods" "one" "foul"
"4617" "poison" "gray" "paths" "one" "foul"
"4618" "poison" "gray" "woods" "one" "foul"
"4619" "poison" "gray" "paths" "one" "foul"
"4620" "poison" "yellow" "paths" "one" "foul"
"4621" "poison" "yellow" "grasses" "one" "foul"
"4622" "poison" "yellow" "woods" "one" "foul"
"4623" "poison" "gray" "paths" "one" "foul"
"4624" "poison" "gray" "grasses" "one" "foul"
"4625" "poison" "gray" "grasses" "one" "foul"
"4626" "poison" "gray" "woods" "one" "foul"
"4627" "poison" "gray" "woods" "one" "foul"
"4628" "poison" "gray" "paths" "one" "foul"
"4629" "poison" "gray" "woods" "one" "creosote"
"4630" "poison" "buff" "grasses" "one" "foul"
"4631" "edible" "red" "woods" "one" "none"
"4632" "poison" "yellow" "paths" "one" "foul"
"4633" "poison" "gray" "woods" "one" "foul"
"4634" "poison" "gray" "grasses" "one" "foul"
"4635" "edible" "gray" "woods" "one" "none"
"4636" "poison" "yellow" "woods" "one" "foul"
"4637" "poison" "yellow" "paths" "one" "foul"
"4638" "poison" "yellow" "paths" "one" "foul"
"4639" "poison" "yellow" "paths" "one" "foul"
"4640" "poison" "yellow" "woods" "one" "foul"
"4641" "poison" "gray" "grasses" "one" "foul"
"4642" "poison" "white" "urban" "one" "foul"
"4643" "poison" "gray" "woods" "one" "foul"
"4644" "poison" "yellow" "grasses" "one" "foul"
"4645" "poison" "gray" "paths" "one" "foul"
"4646" "poison" "gray" "paths" "one" "foul"
"4647" "poison" "yellow" "woods" "one" "foul"
"4648" "edible" "purple" "woods" "one" "none"
"4649" "poison" "yellow" "woods" "one" "foul"
"4650" "poison" "gray" "grasses" "one" "foul"
"4651" "poison" "yellow" "grasses" "one" "foul"
"4652" "poison" "gray" "grasses" "one" "foul"
"4653" "edible" "brown" "woods" "one" "none"
"4654" "poison" "yellow" "paths" "one" "foul"
"4655" "poison" "gray" "woods" "one" "foul"
"4656" "poison" "gray" "paths" "one" "foul"
"4657" "poison" "yellow" "grasses" "one" "foul"
"4658" "poison" "yellow" "woods" "one" "foul"
"4659" "poison" "yellow" "paths" "one" "foul"
"4660" "poison" "yellow" "paths" "one" "foul"
"4661" "poison" "gray" "grasses" "one" "foul"
"4662" "poison" "white" "urban" "one" "foul"
"4663" "edible" "red" "waste" "two" "none"
"4664" "edible" "purple" "woods" "one" "none"
"4665" "poison" "yellow" "grasses" "one" "foul"
"4666" "poison" "gray" "woods" "one" "foul"
"4667" "poison" "yellow" "paths" "one" "foul"
"4668" "poison" "gray" "woods" "one" "foul"
"4669" "poison" "gray" "paths" "one" "foul"
"4670" "poison" "gray" "grasses" "one" "foul"
"4671" "poison" "yellow" "grasses" "one" "foul"
"4672" "poison" "gray" "paths" "one" "foul"
"4673" "poison" "gray" "paths" "one" "foul"
"4674" "edible" "pink" "waste" "two" "none"
"4675" "poison" "gray" "paths" "one" "foul"
"4676" "poison" "yellow" "paths" "one" "foul"
"4677" "poison" "gray" "paths" "one" "foul"
"4678" "poison" "yellow" "grasses" "one" "foul"
"4679" "poison" "yellow" "woods" "one" "foul"
"4680" "poison" "gray" "woods" "one" "foul"
"4681" "poison" "yellow" "paths" "one" "foul"
"4682" "poison" "gray" "grasses" "one" "foul"
"4683" "poison" "gray" "woods" "one" "foul"
"4684" "poison" "yellow" "paths" "one" "foul"
"4685" "poison" "gray" "woods" "one" "foul"
"4686" "poison" "gray" "paths" "one" "foul"
"4687" "poison" "yellow" "paths" "one" "foul"
"4688" "poison" "gray" "woods" "one" "foul"
"4689" "poison" "gray" "grasses" "one" "foul"
"4690" "poison" "gray" "woods" "one" "foul"
"4691" "poison" "gray" "grasses" "one" "foul"
"4692" "poison" "gray" "woods" "one" "foul"
"4693" "poison" "yellow" "paths" "one" "foul"
"4694" "poison" "yellow" "grasses" "one" "foul"
"4695" "poison" "gray" "paths" "one" "foul"
"4696" "poison" "yellow" "paths" "one" "foul"
"4697" "edible" "brown" "woods" "one" "none"
"4698" "poison" "gray" "woods" "one" "foul"
"4699" "poison" "yellow" "paths" "one" "foul"
"4700" "poison" "gray" "grasses" "one" "foul"
"4701" "poison" "yellow" "paths" "one" "foul"
"4702" "poison" "yellow" "paths" "one" "foul"
"4703" "poison" "white" "woods" "one" "creosote"
"4704" "poison" "yellow" "woods" "one" "foul"
"4705" "poison" "buff" "urban" "one" "foul"
"4706" "poison" "yellow" "grasses" "one" "foul"
"4707" "poison" "gray" "woods" "one" "foul"
"4708" "poison" "yellow" "grasses" "one" "foul"
"4709" "poison" "pink" "grasses" "two" "none"
"4710" "poison" "buff" "urban" "one" "foul"
"4711" "poison" "gray" "grasses" "one" "foul"
"4712" "poison" "gray" "grasses" "one" "foul"
"4713" "poison" "gray" "grasses" "one" "foul"
"4714" "poison" "gray" "paths" "one" "foul"
"4715" "poison" "gray" "paths" "one" "foul"
"4716" "poison" "yellow" "paths" "one" "foul"
"4717" "poison" "yellow" "paths" "one" "foul"
"4718" "edible" "purple" "woods" "one" "none"
"4719" "poison" "yellow" "grasses" "one" "foul"
"4720" "edible" "red" "woods" "one" "none"
"4721" "poison" "yellow" "grasses" "one" "foul"
"4722" "poison" "yellow" "grasses" "one" "foul"
"4723" "poison" "brown" "leaves" "one" "foul"
"4724" "poison" "gray" "grasses" "one" "foul"
"4725" "poison" "yellow" "woods" "one" "foul"
"4726" "poison" "gray" "grasses" "one" "foul"
"4727" "poison" "gray" "paths" "one" "foul"
"4728" "poison" "gray" "grasses" "one" "foul"
"4729" "poison" "yellow" "woods" "one" "foul"
"4730" "poison" "yellow" "grasses" "one" "foul"
"4731" "poison" "gray" "paths" "one" "foul"
"4732" "poison" "gray" "grasses" "one" "foul"
"4733" "edible" "brown" "woods" "one" "none"
"4734" "poison" "yellow" "grasses" "one" "foul"
"4735" "edible" "red" "woods" "one" "none"
"4736" "poison" "yellow" "woods" "one" "foul"
"4737" "poison" "gray" "paths" "one" "foul"
"4738" "poison" "gray" "paths" "one" "foul"
"4739" "poison" "yellow" "paths" "one" "foul"
"4740" "poison" "gray" "woods" "one" "foul"
"4741" "poison" "gray" "woods" "one" "foul"
"4742" "poison" "gray" "paths" "one" "foul"
"4743" "poison" "gray" "grasses" "one" "foul"
"4744" "poison" "yellow" "woods" "one" "foul"
"4745" "poison" "yellow" "paths" "one" "foul"
"4746" "poison" "yellow" "woods" "one" "foul"
"4747" "poison" "gray" "woods" "one" "foul"
"4748" "poison" "yellow" "paths" "one" "foul"
"4749" "poison" "gray" "woods" "one" "foul"
"4750" "poison" "pink" "woods" "one" "creosote"
"4751" "poison" "yellow" "woods" "one" "foul"
"4752" "poison" "gray" "woods" "one" "foul"
"4753" "poison" "yellow" "grasses" "one" "foul"
"4754" "poison" "gray" "woods" "one" "foul"
"4755" "poison" "yellow" "paths" "one" "foul"
"4756" "poison" "gray" "paths" "one" "foul"
"4757" "poison" "yellow" "woods" "one" "foul"
"4758" "poison" "gray" "woods" "one" "foul"
"4759" "poison" "gray" "grasses" "one" "foul"
"4760" "poison" "yellow" "woods" "one" "foul"
"4761" "poison" "yellow" "woods" "one" "foul"
"4762" "poison" "gray" "woods" "one" "foul"
"4763" "poison" "yellow" "woods" "one" "foul"
"4764" "poison" "gray" "woods" "one" "foul"
"4765" "poison" "gray" "grasses" "one" "foul"
"4766" "poison" "yellow" "grasses" "one" "foul"
"4767" "poison" "gray" "woods" "one" "foul"
"4768" "poison" "gray" "paths" "one" "foul"
"4769" "poison" "gray" "grasses" "one" "foul"
"4770" "poison" "gray" "paths" "one" "foul"
"4771" "poison" "yellow" "woods" "one" "foul"
"4772" "poison" "gray" "woods" "one" "foul"
"4773" "poison" "gray" "paths" "one" "foul"
"4774" "poison" "yellow" "paths" "one" "foul"
"4775" "poison" "yellow" "woods" "one" "foul"
"4776" "poison" "gray" "woods" "one" "foul"
"4777" "poison" "gray" "paths" "one" "foul"
"4778" "edible" "pink" "waste" "two" "none"
"4779" "poison" "yellow" "woods" "one" "foul"
"4780" "poison" "pink" "woods" "one" "creosote"
"4781" "poison" "yellow" "grasses" "one" "foul"
"4782" "poison" "gray" "paths" "one" "foul"
"4783" "poison" "yellow" "grasses" "one" "foul"
"4784" "edible" "red" "woods" "one" "none"
"4785" "poison" "yellow" "woods" "one" "foul"
"4786" "poison" "yellow" "grasses" "one" "foul"
"4787" "poison" "gray" "grasses" "one" "foul"
"4788" "poison" "yellow" "grasses" "one" "foul"
"4789" "edible" "brown" "woods" "one" "none"
"4790" "poison" "yellow" "paths" "one" "foul"
"4791" "poison" "gray" "paths" "one" "foul"
"4792" "poison" "yellow" "paths" "one" "foul"
"4793" "poison" "yellow" "woods" "one" "foul"
"4794" "poison" "yellow" "woods" "one" "foul"
"4795" "poison" "gray" "grasses" "one" "foul"
"4796" "poison" "gray" "grasses" "one" "foul"
"4797" "poison" "yellow" "grasses" "one" "foul"
"4798" "poison" "gray" "paths" "one" "foul"
"4799" "poison" "yellow" "grasses" "one" "foul"
"4800" "edible" "gray" "woods" "one" "none"
"4801" "poison" "gray" "grasses" "one" "foul"
"4802" "poison" "brown" "paths" "one" "foul"
"4803" "poison" "gray" "grasses" "one" "foul"
"4804" "poison" "gray" "grasses" "one" "foul"
"4805" "poison" "yellow" "grasses" "one" "foul"
"4806" "poison" "gray" "woods" "one" "foul"
"4807" "edible" "red" "waste" "two" "none"
"4808" "poison" "gray" "paths" "one" "foul"
"4809" "poison" "yellow" "grasses" "one" "foul"
"4810" "poison" "gray" "woods" "one" "foul"
"4811" "poison" "yellow" "woods" "one" "foul"
"4812" "poison" "yellow" "grasses" "one" "foul"
"4813" "edible" "brown" "waste" "two" "none"
"4814" "poison" "gray" "grasses" "one" "foul"
"4815" "poison" "brown" "woods" "one" "none"
"4816" "poison" "gray" "woods" "one" "foul"
"4817" "poison" "yellow" "paths" "one" "foul"
"4818" "poison" "brown" "paths" "one" "spicy"
"4819" "poison" "gray" "woods" "one" "foul"
"4820" "poison" "gray" "paths" "one" "foul"
"4821" "poison" "white" "grasses" "one" "foul"
"4822" "poison" "yellow" "woods" "one" "foul"
"4823" "poison" "gray" "grasses" "one" "foul"
"4824" "poison" "yellow" "grasses" "one" "foul"
"4825" "edible" "red" "waste" "two" "none"
"4826" "poison" "yellow" "woods" "one" "foul"
"4827" "poison" "yellow" "woods" "one" "none"
"4828" "poison" "yellow" "woods" "one" "foul"
"4829" "poison" "gray" "urban" "one" "foul"
"4830" "poison" "yellow" "woods" "one" "foul"
"4831" "poison" "yellow" "grasses" "one" "foul"
"4832" "edible" "red" "waste" "two" "none"
"4833" "poison" "yellow" "paths" "one" "foul"
"4834" "poison" "yellow" "paths" "one" "foul"
"4835" "edible" "brown" "leaves" "one" "none"
"4836" "poison" "white" "woods" "one" "creosote"
"4837" "poison" "yellow" "grasses" "one" "foul"
"4838" "poison" "yellow" "paths" "one" "foul"
"4839" "poison" "yellow" "woods" "one" "foul"
"4840" "poison" "yellow" "paths" "one" "foul"
"4841" "poison" "buff" "grasses" "two" "none"
"4842" "poison" "white" "grasses" "one" "foul"
"4843" "edible" "red" "woods" "one" "none"
"4844" "poison" "white" "meadows" "two" "none"
"4845" "edible" "pink" "waste" "two" "none"
"4846" "poison" "white" "grasses" "one" "foul"
"4847" "edible" "brown" "waste" "two" "none"
"4848" "poison" "yellow" "paths" "one" "foul"
"4849" "poison" "buff" "urban" "one" "foul"
"4850" "poison" "gray" "woods" "one" "foul"
"4851" "poison" "yellow" "woods" "one" "foul"
"4852" "poison" "gray" "woods" "one" "foul"
"4853" "poison" "yellow" "paths" "one" "foul"
"4854" "poison" "yellow" "woods" "one" "foul"
"4855" "poison" "yellow" "woods" "one" "foul"
"4856" "poison" "yellow" "paths" "one" "foul"
"4857" "poison" "gray" "paths" "one" "foul"
"4858" "poison" "gray" "paths" "one" "foul"
"4859" "edible" "red" "waste" "two" "none"
"4860" "edible" "brown" "waste" "two" "none"
"4861" "edible" "buff" "waste" "two" "none"
"4862" "poison" "yellow" "woods" "one" "foul"
"4863" "edible" "gray" "woods" "one" "none"
"4864" "poison" "yellow" "paths" "one" "foul"
"4865" "poison" "gray" "grasses" "one" "foul"
"4866" "poison" "gray" "grasses" "one" "foul"
"4867" "poison" "gray" "paths" "one" "foul"
"4868" "poison" "yellow" "woods" "one" "foul"
"4869" "poison" "yellow" "grasses" "one" "foul"
"4870" "poison" "brown" "leaves" "one" "foul"
"4871" "poison" "gray" "paths" "one" "foul"
"4872" "edible" "brown" "waste" "two" "none"
"4873" "edible" "red" "woods" "one" "none"
"4874" "poison" "gray" "grasses" "one" "foul"
"4875" "poison" "yellow" "paths" "one" "foul"
"4876" "poison" "gray" "woods" "one" "foul"
"4877" "edible" "red" "woods" "one" "none"
"4878" "poison" "yellow" "paths" "one" "foul"
"4879" "poison" "yellow" "paths" "one" "foul"
"4880" "poison" "gray" "paths" "one" "foul"
"4881" "poison" "yellow" "woods" "one" "foul"
"4882" "poison" "gray" "woods" "one" "foul"
"4883" "poison" "white" "meadows" "two" "none"
"4884" "poison" "yellow" "paths" "one" "foul"
"4885" "poison" "brown" "woods" "one" "foul"
"4886" "poison" "gray" "grasses" "one" "foul"
"4887" "poison" "yellow" "grasses" "one" "foul"
"4888" "poison" "yellow" "paths" "one" "foul"
"4889" "edible" "pink" "waste" "two" "none"
"4890" "poison" "white" "grasses" "one" "foul"
"4891" "poison" "gray" "grasses" "one" "foul"
"4892" "poison" "gray" "paths" "one" "foul"
"4893" "poison" "yellow" "grasses" "one" "foul"
"4894" "poison" "buff" "urban" "one" "foul"
"4895" "poison" "gray" "woods" "one" "creosote"
"4896" "poison" "yellow" "paths" "one" "foul"
"4897" "poison" "gray" "grasses" "one" "foul"
"4898" "poison" "yellow" "paths" "one" "foul"
"4899" "edible" "green" "woods" "one" "none"
"4900" "edible" "white" "woods" "one" "none"
"4901" "poison" "yellow" "woods" "one" "foul"
"4902" "poison" "yellow" "paths" "one" "foul"
"4903" "poison" "yellow" "grasses" "one" "foul"
"4904" "poison" "red" "paths" "one" "fishy"
"4905" "poison" "red" "leaves" "one" "fishy"
"4906" "poison" "gray" "woods" "one" "foul"
"4907" "poison" "yellow" "grasses" "one" "foul"
"4908" "poison" "gray" "woods" "one" "foul"
"4909" "poison" "gray" "grasses" "one" "foul"
"4910" "poison" "yellow" "woods" "one" "foul"
"4911" "poison" "yellow" "paths" "one" "foul"
"4912" "edible" "red" "waste" "two" "none"
"4913" "poison" "yellow" "paths" "one" "foul"
"4914" "poison" "yellow" "paths" "one" "foul"
"4915" "poison" "gray" "grasses" "one" "foul"
"4916" "poison" "yellow" "grasses" "one" "foul"
"4917" "poison" "yellow" "woods" "one" "foul"
"4918" "poison" "yellow" "paths" "one" "foul"
"4919" "poison" "gray" "urban" "one" "foul"
"4920" "poison" "gray" "grasses" "one" "foul"
"4921" "poison" "gray" "grasses" "one" "foul"
"4922" "poison" "white" "woods" "one" "creosote"
"4923" "poison" "gray" "paths" "one" "foul"
"4924" "edible" "red" "woods" "one" "none"
"4925" "poison" "yellow" "grasses" "one" "foul"
"4926" "poison" "yellow" "paths" "one" "foul"
"4927" "edible" "buff" "waste" "two" "none"
"4928" "poison" "yellow" "grasses" "one" "foul"
"4929" "poison" "yellow" "woods" "one" "foul"
"4930" "poison" "yellow" "grasses" "one" "foul"
